                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8495,                 3.9074,                 1.7751,                0.00333,                      1,                0.01346,                 0.0035,                 2.2943,                 4.0528,                 2.1796,                  6e-05,                  6e-05,                  6e-05
                      1,                 1.7814,                 3.5198,                  1.571,                0.00333,                      1,                0.59671,                0.22971,                 2.0212,                 3.6259,                 1.6875,             0.00013931,             0.00013931,             0.00013931
                      2,                 1.5635,                 2.6998,                 1.2628,                0.00333,                      1,                0.68484,                0.35638,                 1.5354,                 3.4487,                 1.2873,             0.00021782,             0.00021782,             0.00021782
                      3,                 1.2884,                 2.1261,                 1.1338,                0.00333,                      1,                0.25938,                0.15436,                 1.7661,                 3.7952,                 1.6511,             0.00029554,             0.00029554,             0.00029554
                      4,                  1.117,                 1.6967,                 1.0269,                0.00333,                      1,                0.00919,                0.00325,                 1.9098,                  4.017,                 2.0138,             0.00037248,             0.00037248,             0.00037248
                      5,                 1.1442,                 1.6401,                 1.0732,                0.00333,                      1,                0.00706,                0.00278,                 2.0615,                 4.0021,                 2.0336,             0.00044862,             0.00044862,             0.00044862
                      6,                 1.0589,                 1.4087,                 1.0486,                0.00333,                      1,                0.09208,                0.02784,                 1.9068,                 4.0832,                 1.9404,             0.00052396,             0.00052396,             0.00052396
                      7,                  1.092,                 1.5122,                 1.0716,                0.00333,                      1,                 0.4984,                0.27506,                 1.8539,                 3.6041,                 1.7712,             0.00059852,             0.00059852,             0.00059852
                      8,                  1.095,                 1.6488,                 1.0714,                0.00333,                      1,                0.46058,                0.17353,                 1.7392,                 3.6236,                 1.7624,             0.00067228,             0.00067228,             0.00067228
                      9,                 1.0354,                 1.5166,                 1.0549,                0.00333,                      1,                0.78803,                0.32587,                 1.6245,                 3.2573,                 1.4663,             0.00074525,             0.00074525,             0.00074525
                     10,                 1.0919,                 1.4469,                 1.0787,                      1,                 0.3972,                  0.955,                0.54534,                0.99446,                 2.9389,                 1.0845,             0.00081743,             0.00081743,             0.00081743
                     11,                 1.1068,                 1.3884,                 1.0491,                0.24457,                      1,                0.84452,                 0.4052,                 1.8848,                 3.1316,                 1.5288,             0.00088882,             0.00088882,             0.00088882
                     12,                 1.0503,                 1.2886,                 1.0446,                      1,                0.78455,                  0.995,                0.52128,                 1.5283,                 2.6376,                 1.1709,             0.00095941,             0.00095941,             0.00095941
                     13,                 1.0577,                 1.1992,                 1.0377,                0.95689,                      1,                  0.995,                 0.5626,                  1.533,                 2.2843,                 1.1345,              0.0010292,              0.0010292,              0.0010292
                     14,                 1.0564,                 1.2391,                 1.0616,                0.84245,                0.89716,                0.92357,                0.47707,                 1.6527,                 2.5159,                  1.192,              0.0010982,              0.0010982,              0.0010982
                     15,                0.98329,                 1.2816,                 1.0149,                0.92473,                0.83333,                  0.955,                0.53961,                 1.4873,                 2.2818,                 1.0045,              0.0011664,              0.0011664,              0.0011664
                     16,                0.97956,                 1.2189,                 1.0337,                0.76629,                0.83333,                  0.955,                0.48517,                 1.5676,                 2.6296,                 1.1994,              0.0012339,              0.0012339,              0.0012339
                     17,                 1.0159,                 1.1693,                 1.0201,                0.75241,                0.16667,                0.27965,                0.15204,                 2.0983,                 3.2816,                 1.6473,              0.0013005,              0.0013005,              0.0013005
                     18,                0.93503,                0.97699,                  0.984,                0.71621,                      1,                   0.87,                0.26532,                 1.9285,                 2.6628,                 1.4857,              0.0013664,              0.0013664,              0.0013664
                     19,                0.96009,                 1.1119,                0.98553,                0.77823,                    0.5,                0.79929,                0.37297,                 1.8875,                  2.606,                 1.4819,              0.0014314,              0.0014314,              0.0014314
                     20,                0.87773,                  1.139,                 1.0013,                 0.9541,                    0.5,                0.74306,                0.37015,                 1.7753,                  2.317,                 1.4363,              0.0014957,              0.0014957,              0.0014957
                     21,                0.92441,                 1.1013,                 1.0243,                0.56945,                    0.5,                 0.6425,                 0.3072,                 1.6943,                 2.3311,                 1.3075,              0.0015591,              0.0015591,              0.0015591
                     22,                 1.0015,                 1.2148,                 1.0463,                0.93589,                0.33333,                 0.6425,                0.28503,                 1.7544,                 2.2349,                 1.2448,              0.0016218,              0.0016218,              0.0016218
