                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.79719,                0.51395,                0.89289,                0.88019,                  0.774,                0.84678,                 0.3948,                 1.7876,                0.92215,                  1.463,               0.001703,               0.001703,               0.001703
                     17,                0.76344,                0.49949,                0.88861,                0.82573,                0.78947,                0.82615,                0.40463,                 1.7641,                0.91602,                 1.4449,              0.0016832,              0.0016832,              0.0016832
                     18,                0.75372,                 0.4722,                0.88352,                0.75194,                0.84211,                0.76022,                0.39218,                 1.7283,                 0.8552,                 1.3743,              0.0016634,              0.0016634,              0.0016634
                     19,                0.67849,                0.44876,                0.84586,                0.97969,                0.73684,                0.82335,                0.46688,                 1.5989,                0.74777,                 1.2943,              0.0016436,              0.0016436,              0.0016436
                     20,                0.69937,                0.45418,                0.85428,                0.91683,                0.78947,                0.82146,                0.41321,                 1.7006,                 0.8324,                  1.403,              0.0016238,              0.0016238,              0.0016238
                     21,                0.68798,                0.46489,                0.87256,                0.93141,                0.84211,                0.83313,                0.44182,                 1.8475,                0.85852,                 1.6061,               0.001604,               0.001604,               0.001604
                     22,                0.67689,                0.45404,                0.89011,                      1,                0.78537,                0.84862,                0.39495,                 1.8432,                0.92617,                 1.5442,              0.0015842,              0.0015842,              0.0015842
                     23,                0.68573,                0.44761,                0.86358,                0.98227,                0.73684,                0.81669,                0.38364,                 1.9106,                0.94599,                 1.5684,              0.0015644,              0.0015644,              0.0015644
                     24,                0.66912,                0.43686,                0.85946,                0.88466,                0.73684,                0.75676,                0.37882,                 1.8623,                 1.0831,                 1.4796,              0.0015446,              0.0015446,              0.0015446
                     25,                0.66109,                0.43366,                0.85907,                0.90478,                0.63158,                0.74523,                0.39591,                 1.8033,                 1.1048,                 1.4411,              0.0015248,              0.0015248,              0.0015248
                     26,                0.69117,                0.42414,                0.85769,                0.65739,                0.84211,                0.74095,                 0.3572,                 2.0164,                 1.1176,                 1.5014,               0.001505,               0.001505,               0.001505
                     27,                0.65767,                 0.4188,                0.86396,                0.86288,                0.84211,                0.81284,                0.40607,                  1.876,                0.87878,                 1.5279,              0.0014852,              0.0014852,              0.0014852
                     28,                0.66673,                0.42606,                0.85596,                      1,                0.72899,                0.83991,                0.42191,                 1.8133,                0.88773,                 1.5842,              0.0014654,              0.0014654,              0.0014654
                     29,                0.65492,                0.44797,                0.84219,                0.93214,                0.72367,                0.80337,                0.38662,                 1.8464,                0.98339,                 1.5331,              0.0014456,              0.0014456,              0.0014456
                     30,                0.66802,                0.43958,                0.85217,                0.90016,                0.73684,                0.75915,                0.38523,                 1.7793,                 1.0495,                 1.4956,              0.0014258,              0.0014258,              0.0014258
                     31,                0.66481,                0.43099,                0.86372,                0.91549,                0.68421,                0.69781,                0.35705,                 1.7916,                 1.5111,                 1.4139,               0.001406,               0.001406,               0.001406
                     32,                0.69419,                 0.4189,                0.87991,                0.90743,                0.63158,                0.66913,                0.34223,                 1.7684,                 1.6467,                 1.3723,              0.0013862,              0.0013862,              0.0013862
                     33,                0.63002,                0.42829,                0.86832,                0.93209,                0.72307,                0.73555,                0.39047,                 1.7473,                 1.2938,                 1.4086,              0.0013664,              0.0013664,              0.0013664
                     34,                0.60776,                0.41352,                0.85226,                0.91957,                0.73684,                0.76736,                0.39363,                 1.7881,                 1.0679,                 1.4299,              0.0013466,              0.0013466,              0.0013466
                     35,                0.66596,                0.42692,                0.84805,                0.92718,                0.73684,                0.77848,                0.31116,                  2.052,                  1.334,                 1.5971,              0.0013268,              0.0013268,              0.0013268
                     36,                0.67241,                0.44771,                0.85494,                0.97556,                0.73684,                 0.8207,                0.36566,                 1.8609,                0.89662,                 1.5713,               0.001307,               0.001307,               0.001307
                     37,                0.59162,                 0.4049,                0.83721,                0.94912,                0.78947,                0.80016,                0.37406,                 1.7567,                0.99639,                 1.4806,              0.0012872,              0.0012872,              0.0012872
                     38,                0.63528,                0.39634,                0.83519,                 0.8875,                0.83096,                0.82972,                 0.3886,                 1.8503,                 0.9104,                 1.5359,              0.0012674,              0.0012674,              0.0012674
                     39,                0.67325,                0.41799,                0.91138,                0.93722,                0.78598,                0.84408,                0.36806,                 2.1046,                0.97424,                 1.6614,              0.0012476,              0.0012476,              0.0012476
                     40,                0.62588,                0.40132,                0.86189,                0.99401,                0.78947,                0.84014,                0.40724,                   1.99,                0.91774,                 1.5268,              0.0012278,              0.0012278,              0.0012278
                     41,                0.58288,                0.39392,                0.85232,                0.99184,                0.78947,                 0.8281,                0.34603,                 2.0848,                0.99565,                  1.572,               0.001208,               0.001208,               0.001208
                     42,                0.61144,                0.39245,                0.85623,                0.92965,                0.78947,                 0.8205,                0.45658,                 1.6079,                0.78423,                 1.2822,              0.0011882,              0.0011882,              0.0011882
                     43,                0.64509,                0.41035,                0.85319,                0.88881,                0.84151,                0.82587,                0.42776,                 1.6908,                0.92637,                 1.3621,              0.0011684,              0.0011684,              0.0011684
                     44,                0.57318,                0.38191,                0.83882,                0.93497,                0.84211,                 0.8736,                0.34455,                 2.0774,                0.96107,                  1.782,              0.0011486,              0.0011486,              0.0011486
                     45,                0.56293,                0.37986,                0.82207,                0.92763,                0.78947,                0.86818,                0.38017,                 1.9779,                 1.0078,                 1.5546,              0.0011288,              0.0011288,              0.0011288
                     46,                0.60411,                0.37573,                0.84934,                0.92765,                0.78947,                0.85202,                0.43691,                 1.8636,                0.93578,                 1.5401,               0.001109,               0.001109,               0.001109
                     47,                0.61108,                0.42467,                0.85813,                0.92409,                0.78947,                0.84284,                0.42574,                 1.8351,                0.98324,                 1.5051,              0.0010892,              0.0010892,              0.0010892
                     48,                0.55087,                0.38602,                0.85791,                0.98797,                0.73684,                 0.8063,                0.43925,                 1.6664,                 1.0383,                 1.3144,              0.0010694,              0.0010694,              0.0010694
                     49,                0.61657,                0.40435,                0.85167,                 0.9113,                0.73684,                0.80281,                0.43905,                  1.656,                 1.0405,                 1.2846,              0.0010496,              0.0010496,              0.0010496
                     50,                0.58479,                 0.3738,                0.83724,                0.91922,                0.78947,                0.80288,                0.42902,                 1.6286,                0.90102,                 1.2809,              0.0010298,              0.0010298,              0.0010298
                     51,                 0.5606,                0.37586,                0.85449,                0.92887,                0.78947,                0.85357,                0.47139,                 1.5454,                 0.8284,                 1.2187,                0.00101,                0.00101,                0.00101
                     52,                0.58249,                0.37754,                0.85504,                0.91415,                0.73684,                0.85753,                0.46573,                 1.5249,                0.93077,                 1.1986,              0.0009902,              0.0009902,              0.0009902
