                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.87019,                 3.3897,                 1.0223,                0.34812,                0.11111,                0.00696,                0.00388,                 2.3071,                 1051.1,                 5.3294,             0.00065764,             0.00065764,             0.00065764
                     19,                 1.6156,                 2.0402,                 1.9227,                0.01927,                0.22222,                0.02395,                0.00917,                 2.4505,                 556.42,                 8.5893,             0.00068452,             0.00068452,             0.00068452
                     20,                0.87467,                 2.1143,                0.98926,                 0.3897,                0.52632,                0.07885,                0.05221,                 1.7954,                 81.419,                 2.4186,             0.00071056,             0.00071056,             0.00071056
                     21,                  1.274,                 1.6517,                 1.3801,                0.34703,                0.33333,                0.01923,                 0.0088,                 2.6159,                  324.9,                 9.9437,             0.00073574,             0.00073574,             0.00073574
                     22,                0.73451,                 2.9733,                0.92445,                0.00542,                0.22222,                0.00487,                 0.0014,                 4.2393,                 1378.2,                 35.595,             0.00076008,             0.00076008,             0.00076008
                     23,                 1.2159,                 2.0852,                 1.6084,                0.00521,                0.11111,                0.00313,                0.00134,                  3.252,                 4537.6,                 18.875,             0.00078357,             0.00078357,             0.00078357
                     24,                0.73345,                 2.0473,                0.88499,                  0.003,                0.22222,                0.00654,                0.00077,                 3.9107,                 5324.7,                 19.796,             0.00080621,             0.00080621,             0.00080621
                     25,                0.91191,                  2.294,                 1.5534,                0.00106,                0.11111,                0.00407,                0.00137,                 3.5471,                  31834,                 174.74,               0.000828,               0.000828,               0.000828
                     26,                0.86485,                 2.9519,                0.93647,                0.00218,                0.22222,                0.00273,                0.00241,                 3.5846,                  12528,                 127.21,             0.00084894,             0.00084894,             0.00084894
                     27,                 1.4077,                 1.8406,                 1.5074,                0.33733,                0.22222,                0.00792,                 0.0021,                 4.0812,                 2705.7,                 24.889,             0.00086903,             0.00086903,             0.00086903
                     28,                 1.3865,                 2.2232,                 1.5971,                0.33733,                0.22222,                0.00792,                 0.0021,                 4.0812,                 2705.7,                 24.889,             0.00088828,             0.00088828,             0.00088828
                     29,                0.91018,                 1.2968,                 1.3127,                0.00163,                0.11111,                0.00104,                0.00021,                 4.1101,                   3802,                 100.77,             0.00090667,             0.00090667,             0.00090667
                     30,                 1.7446,                 1.6391,                 2.5926,                0.00551,                0.22222,                0.00496,                0.00098,                  3.857,                 484.72,                   38.3,             0.00092422,             0.00092422,             0.00092422
                     31,                0.84919,                 2.7513,                0.93814,                0.02922,                0.32164,                0.02729,                0.01363,                 1.7563,                 10.597,                 1.8523,             0.00094092,             0.00094092,             0.00094092
                     32,                0.92801,                 1.6951,                0.90582,                0.02922,                0.32164,                0.02729,                0.01363,                 1.7563,                 10.597,                 1.8523,             0.00095677,             0.00095677,             0.00095677
                     33,                0.82369,                 2.8888,                0.95212,                0.01556,                0.19298,                0.01606,                 0.0083,                 1.9497,                 23.719,                 3.7994,             0.00096215,             0.00096215,             0.00096215
                     34,                 1.7682,                  2.818,                 1.5622,                0.01556,                0.19298,                0.01606,                 0.0083,                  3.025,                 196.43,                 12.223,             0.00096215,             0.00096215,             0.00096215
                     35,                0.91191,                 2.2654,                 1.0493,                0.00995,                0.40936,                0.01141,                0.00474,                 1.9721,                 171.04,                 2.4084,               0.000948,               0.000948,               0.000948
                     36,                 1.3531,                 1.7046,                 1.2808,                0.00995,                0.40936,                0.01141,                0.00474,                 1.9721,                 171.04,                 2.4084,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.7678,                 2.0484,                 1.6108,                0.00459,                0.21637,                 0.0037,                 0.0019,                  2.897,                 176.86,                 5.8784,              0.0009197,              0.0009197,              0.0009197
                     38,                0.99587,                 2.5487,                  1.476,                0.00267,                0.12865,                0.00177,                 0.0004,                 4.0995,                 947.91,                 11.361,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.1945,                 1.9611,                 1.6105,                0.00558,                0.33333,                 0.0067,                0.00181,                 3.0622,                 3722.5,                 109.25,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.2811,                 1.9955,                  1.458,                0.00558,                0.33333,                 0.0067,                0.00181,                 3.0622,                 3722.5,                 109.25,             0.00087726,             0.00087726,             0.00087726
                     41,                   1.27,                 1.6748,                 1.5572,                0.00547,                0.33333,                0.00744,                0.00359,                 1.5384,                 3144.6,                 63.626,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.7794,                 1.7622,                 1.6592,                0.00624,                0.42105,                0.00685,                0.00384,                 1.2883,                 1932.3,                 23.692,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.1597,                 2.0256,                 1.2799,                0.00925,                0.50877,                0.01208,                0.02535,                 1.4883,                 874.25,                 6.2043,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.9524,                 2.1739,                 1.4893,                0.00925,                0.50877,                0.01208,                0.02535,                 1.4883,                 874.25,                 6.2043,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.2995,                 2.2166,                 1.4562,                0.00978,                0.52632,                0.01573,                0.00588,                 2.3562,                 300.24,                 3.3133,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.4096,                 2.1717,                 1.5403,                0.01382,                0.22222,                0.01412,                0.00243,                 2.9791,                 998.99,                 3.7135,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.1634,                 1.7428,                 1.2775,                0.01401,                0.22222,                0.01167,                0.00253,                 2.6539,                 493.71,                 2.6053,             0.00077823,             0.00077823,             0.00077823
                     48,                   1.66,                 1.6368,                 2.1196,                0.01401,                0.22222,                0.01167,                0.00253,                 2.6539,                 493.71,                 2.6053,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.6922,                 2.0952,                 1.7501,                0.01254,                0.22222,                0.01029,                0.00321,                 2.0924,                 35.256,                 1.7784,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.5464,                 1.5932,                 1.8163,                0.02185,                0.22222,                0.01808,                0.00288,                  3.049,                 162.05,                 4.8214,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.7872,                 2.0761,                 2.0049,                0.71335,                0.33333,                 0.3344,                0.14162,                 2.3023,                  7.999,                 2.6301,             0.00072164,             0.00072164,             0.00072164
                     52,                0.80901,                  2.192,                 1.0204,                0.71335,                0.33333,                 0.3344,                0.14162,                 2.3023,                  7.999,                 2.6301,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.1659,                 2.5512,                 1.3408,                0.32261,                0.70511,                0.55551,                0.23507,                 1.7995,                 4.0985,                 1.7086,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.4444,                 1.6251,                  1.462,                0.72985,                0.44444,                0.55418,                0.31085,                 1.5133,                 2.6092,                 1.3419,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.6325,                  1.439,                 2.2758,                0.80923,                0.33333,                0.47267,                 0.2292,                 1.5463,                  2.277,                 1.4063,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.3724,                 1.8224,                 1.7336,                0.80923,                0.33333,                0.47267,                 0.2292,                 1.5463,                  2.277,                 1.4063,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.4362,                 1.6639,                 1.5037,                0.29824,                0.64503,                0.52505,                0.20973,                 1.6253,                 2.9127,                 1.4774,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.2677,                 1.4244,                  1.403,                0.34822,                0.38917,                0.35364,                0.22372,                 1.4793,                  2.337,                 1.2745,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.2879,                 1.4023,                 1.1992,                    0.3,                0.44444,                0.24769,                0.15024,                 2.1183,                 376.07,                 9.0931,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.6504,                 2.0495,                 1.6321,                    0.3,                0.44444,                0.24769,                0.15024,                 2.1183,                 376.07,                 9.0931,             0.00059432,             0.00059432,             0.00059432
