                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.6557,                0.79694,                 1.1616,                0.80567,                0.77218,                0.82992,                0.38956,                 1.7378,                 1.0052,                  1.303,             0.00065789,             0.00065789,             0.00065789
                      1,                 1.7215,                0.83103,                   1.19,                0.83157,                0.76791,                0.82739,                0.36596,                 1.7562,                0.98975,                 1.3354,               0.001318,               0.001318,               0.001318
                      2,                 1.7523,                0.86105,                 1.2033,                0.80183,                0.73621,                 0.8107,                0.34753,                 1.9351,                 1.0445,                  1.484,              0.0019715,              0.0019715,              0.0019715
                      3,                 1.7484,                0.86963,                 1.2037,                0.84901,                0.77077,                0.84658,                0.38701,                 1.7581,                0.96807,                 1.3231,              0.0019703,              0.0019703,              0.0019703
                      4,                 1.7544,                 0.8661,                 1.2028,                0.81187,                0.76504,                 0.8301,                0.37305,                 1.7979,                0.93704,                 1.3621,              0.0019703,              0.0019703,              0.0019703
                      5,                 1.8171,                0.89404,                 1.2285,                0.79611,                 0.7765,                0.83918,                0.38323,                 1.7209,                 1.0494,                 1.2944,              0.0019604,              0.0019604,              0.0019604
                      6,                 1.7791,                0.88188,                 1.2137,                0.79026,                0.77193,                0.82248,                0.38275,                 1.7235,                 0.9487,                 1.3181,              0.0019505,              0.0019505,              0.0019505
                      7,                 1.7731,                0.87856,                 1.2149,                0.80573,                0.80659,                0.84648,                0.38643,                 1.7766,                0.96111,                 1.3313,              0.0019406,              0.0019406,              0.0019406
                      8,                  1.749,                0.87517,                 1.2055,                0.79416,                 0.7765,                0.81904,                0.34594,                 1.8045,                 1.0443,                 1.3769,              0.0019307,              0.0019307,              0.0019307
                      9,                 1.7815,                0.87339,                 1.2161,                0.81323,                0.77975,                0.83945,                0.38266,                  1.725,                0.89724,                  1.327,              0.0019208,              0.0019208,              0.0019208
                     10,                 1.7743,                 0.8836,                 1.2238,                0.79654,                 0.8133,                 0.8555,                0.40017,                 1.7249,                0.90977,                 1.3226,              0.0019109,              0.0019109,              0.0019109
                     11,                 1.7658,                0.86351,                 1.2187,                0.78208,                0.79226,                0.83367,                0.39091,                 1.7113,                0.90285,                 1.2841,               0.001901,               0.001901,               0.001901
                     12,                 1.7691,                0.88237,                 1.2197,                0.80558,                0.78951,                0.84364,                0.38085,                 1.7344,                0.90552,                 1.3129,              0.0018911,              0.0018911,              0.0018911
